,vocabs,frequency
1366,mining activity,2
1367,activity northern,1
1368,northern french,1
1369,french alps,1
1370,alps domestication,1
1371,domestication role,1
1372,role mining,1
1373,mining sector,1
1374,sector southern,1
1375,southern africa,1
1376,africa local,1
1377,local content,2
1378,content requirements,1
1379,requirements exploitation,1
1380,exploitation new,1
1381,new projects,1
1382,projects former,1
1383,former french,1
1384,french metal,1
1385,metal mines,1
1386,mines africa,1
1387,africa prospective,1
1388,prospective petroleum,1
1389,petroleum producers,1
1390,producers fell,1
1391,fell victim,1
1392,victim presource,1
1393,presource curse,1
1394,curse gold,1
1395,gold peoples,1
1396,peoples multiple,1
1397,multiple frontiers,1
1398,frontiers french,1
1399,guiana towards,1
1400,towards better,2
1401,better integration,1
1402,integration local,1
1403,local populations,1
1404,populations design,1
1405,design projects,1
1406,projects manage,1
1407,manage massive,1
1408,massive aggradation,1
1409,aggradation rivers,1
1410,rivers stemming,1
1411,stemming mining,1
1412,activity thio,1
1413,thio new,1
1414,caledonia hundred,1
1415,hundred mining,1
1416,mining exploration,1
1417,exploration projects,1
1418,projects canada,1
1419,canada tell,1
1420,tell us,1
1421,us social,1
1422,social risk,1
1423,risk considering,1
1424,considering area,1
1425,area trajectory,1
1426,trajectory understand,1
1427,understand sociogeological,1
1428,sociogeological potential,1
1429,potential trajectories,1
1430,trajectories mining,1
1431,territories integrated,1
1432,integrated interdisciplinary,1
1433,interdisciplinary concept,1
1434,concept achieve,1
1435,achieve sustainability,1
1436,sustainability understanding,1
1437,understanding impacts,1
1438,impacts mining,1
1439,mining ecosystem,1
1440,ecosystem services,8
1441,services systematic,1
1442,review myth,1
1443,myth gravity,1
1444,gravity concentration,1
1445,concentration eliminate,1
1446,eliminate mercury,1
1447,mercury use,1
1448,use artisanal,1
1449,artisanal gold,1
1450,mining automation,1
1451,automation robotics,1
1452,robotics mining,1
1453,mining jobs,1
1454,jobs income,1
1455,income inequality,2
1456,inequality implications,1
1457,implications volatility,1
1458,volatility international,1
1459,international commodity,1
1460,commodity prices,1
1461,prices times,1
1462,times effects,1
1463,effects oil,1
1464,oil supply,1
1465,supply global,1
1466,global demand,1
1467,demand shocks,1
1468,shocks exploration,1
1469,exploration unconventional,1
1470,unconventional oil,1
1471,gas uoag,1
1472,uoag development,1
1473,development farmland,1
1474,farmland findings,1
1475,findings bakken,1
1476,bakken shale,1
1477,shale north,1
1478,north dakota,1
1479,dakota pockets,1
1480,pockets effectiveness,1
1481,effectiveness matter,1
1482,matter politically,1
1483,politically extractive,1
1484,extractive industry,1
1485,industry regulation,1
1486,regulation taxation,1
1487,taxation uganda,1
1488,uganda tanzania,1
1489,tanzania developments,1
1490,developments beneficial,1
1491,beneficial ownership,1
1492,ownership disclosure,1
1493,disclosure extractive,1
1494,industries nigeria,1
1495,nigeria finance,1
1496,finance fossil,1
1497,fossil capital,1
1498,capital community,1
1499,community divided,1
1500,divided corporate,1
1501,corporate accountability,1
1502,accountability diplomatic,1
1503,diplomatic liability,1
1504,liability overseas,1
1505,overseas extractive,1
1506,extractive projects,1
1507,projects understanding,1
1508,understanding activist,1
1509,activist perceptions,1
1510,perceptions environmental,1
1511,environmental justice,3
1512,justice success,1
1513,success mining,1
1514,mining resistance,1
1515,resistance movements,1
1516,movements environmental,1
1517,environmental crimes,1
1518,crimes extractive,1
1519,extractive activities,1
1520,activities explanations,1
1521,explanations low,1
1522,low enforcement,1
1523,enforcement effectiveness,1
1524,effectiveness case,1
1525,case illegal,1
1526,illegal gold,1
1527,mining madre,1
1528,madre de,1
1529,de dios,1
1530,dios peru,1
1531,peru institutional,1
1532,institutional investors,1
1533,investors site,1
1534,site visits,1
1535,visits corporate,1
1536,corporate social,1
1537,social responsibility,1
1538,responsibility implications,1
1539,implications extractive,1
1540,extractive lockdown,1
1541,lockdown opportunity,1
1542,opportunity conducting,1
1543,conducting air,1
1544,air quality,5
1545,quality baseline,1
1546,baseline port,1
1547,port harcourt,1
1548,harcourt nigeria,1
1549,nigeria subterranean,1
1550,subterranean slavery,1
1551,slavery supports,1
1552,supports sustainability,1
1553,sustainability transitions,1
1554,transitions power,1
1555,power patriarchy,1
1556,patriarchy child,1
1557,child labor,1
1558,labor artisanal,1
1559,artisanal congolese,1
1560,congolese cobalt,1
1561,cobalt mining,1
1562,mining reality,1
1563,reality local,1
1564,local community,1
1565,community participation,1
1566,participation natural,1
1567,sector southeastern,1
1568,southeastern tanzania,1
1569,tanzania managerial,1
1570,managerial perspectives,1
1571,perspectives strategies,1
1572,strategies advancing,1
1573,advancing environmental,1
1574,environmental considerations,1
1575,considerations mining,1
1576,mining industry,2
1577,industry justice,1
1578,justice critical,1
1579,critical mineral,1
1580,mineral development,1
1581,development indonesia,1
1582,indonesia across,1
1583,across asean,1
1584,asean appraising,1
1585,appraising affected,1
1586,affected community,1
1587,community perceptions,1
1588,perceptions implementing,1
1589,implementing programs,1
1590,programs listed,1
1591,listed environmental,1
1592,environmental impact,1
1593,impact statement,1
1594,statement case,1
1595,study nickel,1
1596,nickel smelter,1
1597,smelter indonesia,1
1598,indonesia local,1
1599,content policies,1
1600,policies mining,1
1601,mining need,1
1602,need consistent,1
1603,consistent policy,1
1604,policy packages,1
1605,packages support,1
1606,support capabilities,1
1607,capabilities development,1
1608,development ebola,1
1609,ebola pestilence,1
1610,pestilence corporate,1
1611,corporate governmental,1
1612,governmental corruption,1
1613,corruption guinea,1
1614,guinea mining,1
1615,mining interests,1
1616,interests exacerbate,1
1617,exacerbate largest,1
1618,largest ebola,1
1619,ebola outbreak,1
1620,outbreak history,1
1621,history measuring,1
1622,measuring sustainable,1
1623,goals sdgs,1
1624,sdgs mining,1
1625,mining host,1
1626,host communities,1
1627,communities south,1
1628,south african,2
1629,african case,1
1630,study factors,1
1631,factors supporting,1
1632,supporting indigenous,1
1633,indigenous employee,1
1634,employee retention,1
1635,retention australian,1
1636,australian mining,1
1637,industry case,1
1638,study pilbara,1
1639,pilbara region,1
1640,region population,1
1641,population mount,1
1642,mount isa,1
1643,isa living,1
1644,living lead,1
1645,lead exposure,1
1646,exposure mining,1
1647,mining activities,1
1648,activities conceptualizing,1
1649,conceptualizing sand,1
1650,sand extractivism,1
1651,extractivism deconstructing,1
1652,deconstructing emerging,1
1653,emerging resource,1
1654,resource frontier,1
1655,frontier clustering,1
1656,clustering bivariate,1
1657,bivariate dependencies,1
1658,dependencies compound,1
1659,compound precipitation,1
1660,precipitation wind,1
1661,wind extremes,1
1662,extremes great,1
1663,great britain,1
1664,britain ireland,1
1665,ireland understanding,1
1666,understanding hot,1
1667,hot season,1
1668,season dynamics,1
1669,dynamics variability,1
1670,variability across,1
1671,across india,2
1672,india understanding,1
1673,understanding compound,1
1674,compound hazards,1
1675,hazards weather,1
1676,weather system,1
1677,system perspective,1
1678,perspective assessment,1
1679,assessment changes,1
1680,changes mortalities,1
1681,mortalities due,1
1682,due extreme,1
1683,extreme weather,4
1684,weather events,2
1685,events india,1
1686,india study,1
1687,study years,1
1688,years data,1
1689,data robust,1
1690,robust regional,1
1691,regional differences,1
1692,differences marine,1
1693,marine heatwaves,1
1694,heatwaves transient,1
1695,transient stabilization,1
1696,stabilization responses,1
1697,responses global,1
1698,global warming,6
1699,warming superimposing,1
1700,superimposing animated,1
1701,animated flood,1
1702,flood surfaces,1
1703,surfaces photographs,1
1704,photographs risk,1
1705,risk communication,1
1706,communication increasing,1
1707,increasing compound,1
1708,compound warm,1
1709,warm spells,1
1710,spells droughts,1
1711,droughts mediterranean,1
1712,mediterranean basin,2
1713,basin outdoor,1
1714,outdoor heat,1
1715,heat stress,3
1716,stress cognition,1
1717,cognition effects,1
1718,effects years,1
1719,years old,1
1720,old china,1
1721,china counterfactual,1
1722,counterfactual perspective,1
1723,perspective compound,1
1724,compound weather,1
1725,weather risk,1
1726,risk novel,1
1727,novel multivariate,1
1728,multivariate quantile,1
1729,quantile mapping,1
1730,mapping methods,1
1731,methods ensemble,1
1732,ensemble forecasts,1
1733,forecasts recent,1
1734,recent nationwide,1
1735,nationwide climate,1
1736,climate change,25
1737,change impact,1
1738,impact assessments,1
1739,assessments natural,1
1740,natural hazards,2
1741,hazards japan,1
1742,japan east,1
1743,east asia,3
1744,asia variability,2
1745,variability influential,1
1746,influential environmental,1
1747,environmental factors,2
1748,factors northwest,1
1749,northwest pacific,1
1750,pacific basin,1
1751,basin european,1
1752,european west,1
1753,west coast,1
1754,coast atmospheric,1
1755,atmospheric rivers,1
1756,rivers scale,1
1757,scale characterize,1
1758,characterize strength,1
1759,strength impacts,1
1760,impacts trends,1
1761,trends climate,1
1762,climate extreme,2
1763,extreme indices,2
1764,indices assessed,1
1765,assessed xingu,1
1766,xingu river,1
1767,river basin,1
1768,basin brazilian,1
1769,brazilian amazon,2
1770,amazon mapping,1
1771,mapping future,1
1772,future droughts,1
1773,droughts global,1
1774,warming across,1
1775,across china,1
1776,china combined,1
1777,combined meteorological,1
1778,meteorological drought,1
1779,drought index,1
1780,index approach,1
1781,approach evaluation,1
1782,evaluation comparison,1
1783,comparison model,1
1784,model performance,1
1785,performance simulating,1
1786,simulating seasonal,1
1787,seasonal extreme,1
1788,extreme precipitation,4
1789,precipitation western,1
1790,western north,1
1791,north pacific,1
1792,pacific east,1
1793,asia anomalous,1
1794,anomalous moisture,1
1795,moisture sources,2
1796,sources rhine,1
1797,rhine basin,1
1798,basin extremely,1
1799,extremely dry,1
1800,dry summers,1
1801,summers modulating,1
1802,modulating influence,1
1803,influence drought,1
1804,drought synergy,1
1805,synergy heatwaves,1
1806,heatwaves dead,1
1807,dead fine,1
1808,fine fuel,1
1809,fuel moisture,1
1810,moisture content,1
1811,content bushfire,1
1812,bushfire fuels,1
1813,fuels southeast,1
1814,southeast australian,1
1815,australian region,1
1816,region changes,1
1817,changes hourly,1
1818,hourly extreme,2
1819,precipitation victoria,1
1820,victoria australia,1
1821,australia observational,1
1822,observational record,1
1823,record climate,1
1824,climate extremes,3
1825,extremes constrain,1
1826,constrain agency,1
1827,agency health,1
1828,health qualitative,1
1829,qualitative case,1
1830,study pacific,1
1831,pacific small,1
1832,small island,1
1833,island developing,1
1834,developing state,1
1835,state temperature,1
1836,temperature rainfall,1
1837,rainfall extremes,2
1838,extremes change,1
1839,change current,1
1840,current future,1
1841,future global,1
1842,warming levels,1
1843,levels across,1
1844,across indian,1
1845,indian climate,1
1846,climate zones,1
1847,zones view,1
1848,view recent,1
1849,recent drought,1
1850,drought trends,1
1851,trends iberian,1
1852,iberian peninsula,2
1853,peninsula database,1
1854,database characteristics,1
1855,characteristics variations,1
1856,variations global,1
1857,global compound,1
1858,compound dry,1
1859,dry hot,1
1860,hot events,1
1861,events investigating,1
1862,investigating merits,1
1863,merits gauge,1
1864,gauge satellite,1
1865,satellite rainfall,1
1866,rainfall data,1
1867,data local,1
1868,local scales,1
1869,scales ghana,1
1870,ghana west,1
1871,west africa,1
1872,africa changes,1
1873,changes compound,1
1874,compound drought,1
1875,drought hot,1
1876,hot extreme,1
1877,extreme events,1
1878,events summer,1
1879,summer populated,1
1880,populated eastern,1
1881,eastern china,1
1882,china bivariate,1
1883,bivariate approach,1
1884,approach estimating,1
1885,estimating probability,1
1886,probability extreme,1
1887,precipitation events,1
1888,events atmospheric,1
1889,atmospheric moisture,1
1890,sources associated,1
1891,associated extreme,1
1892,precipitation peak,1
1893,peak precipitation,1
1894,precipitation month,1
1895,month heatwave,1
1896,heatwave measure,1
1897,measure higher,1
