,vocabs,frequency
1121,mapping surface survey,1
1122,surface survey hualfín,1
1123,survey hualfín valley,1
1124,hualfín valley catamarca,1
1125,valley catamarca argentina,1
1126,catamarca argentina automatic,1
1127,argentina automatic geometry,1
1128,automatic geometry metrology,1
1129,geometry metrology visualisation,1
1130,metrology visualisation techniques,1
1131,visualisation techniques scanned,1
1132,techniques scanned vessels,1
1133,scanned vessels efficient,1
1134,vessels efficient field,1
1135,efficient field documentation,1
1136,field documentation methods,1
1137,documentation methods labour,1
1138,methods labour cost,1
1139,labour cost studies,1
1140,cost studies case,1
1141,studies case studies,1
1142,case studies archaeological,1
1143,studies archaeological heritage,1
1144,archaeological heritage contexts,1
1145,heritage contexts heritage,1
1146,contexts heritage documentation,1
1147,heritage documentation using,1
1148,documentation using laser,1
1149,using laser scanner,1
1150,laser scanner photogrammetry,1
1151,scanner photogrammetry case,1
1152,photogrammetry case study,1
1153,case study qasr,1
1154,study qasr jordan,1
1155,qasr jordan energy,1
1156,jordan energy optimization,1
1157,energy optimization light,1
1158,optimization light projection,1
1159,light projection system,1
1160,projection system buildings,1
1161,system buildings virtually,1
1162,buildings virtually restores,1
1163,virtually restores artworks,1
1164,restores artworks journey,1
1165,artworks journey microstructure,1
1166,journey microstructure using,1
1167,microstructure using multifocal,1
1168,using multifocal digital,1
1169,multifocal digital light,1
1170,digital light microscope,1
1171,light microscope study,1
1172,microscope study archaeological,1
1173,study archaeological artefacts,1
1174,archaeological artefacts retrieved,1
1175,artefacts retrieved shipwrecks,1
1176,retrieved shipwrecks web,1
1177,shipwrecks web repository,1
1178,web repository digital,1
1179,repository digital cultural,1
1180,digital cultural heritage,1
1181,cultural heritage models,1
1182,heritage models integrating,1
1183,models integrating digital,1
1184,integrating digital conventional,1
1185,digital conventional recording,1
1186,conventional recording techniques,1
1187,recording techniques documentation,1
1188,techniques documentation reconstruction,1
1189,documentation reconstruction wooden,1
1190,reconstruction wooden ship,1
1191,wooden ship alexandria,1
1192,ship alexandria va,1
1193,alexandria va peristyle,1
1194,va peristyle temple,1
1195,peristyle temple apollo,1
1196,temple apollo syracuse,1
1197,apollo syracuse historical,1
1198,syracuse historical hypotheses,1
1199,historical hypotheses reconstruction,1
1200,hypotheses reconstruction revisited,1
1201,reconstruction revisited finite,1
1202,revisited finite element,1
1203,finite element analysis,1
1204,element analysis determination,1
1205,analysis determination ceramic,1
1206,determination ceramic tile,1
1207,ceramic tile colour,1
1208,tile colour surface,1
1209,colour surface areas,1
1210,surface areas medieval,1
1211,areas medieval madrasah,1
1212,medieval madrasah mosaic,1
1213,madrasah mosaic samarkand,1
1214,mosaic samarkand problems,1
1215,samarkand problems solutions,1
1216,problems solutions methods,1
1217,solutions methods applicability,1
1218,methods applicability unmanned,1
1219,applicability unmanned aerial,1
1220,unmanned aerial vehicle,1
1221,aerial vehicle uav,1
1222,vehicle uav technology,1
1223,uav technology recording,1
1224,technology recording fossilised,1
1225,recording fossilised footprints,1
1226,fossilised footprints narralive,1
1227,footprints narralive creating,1
1228,narralive creating experiencing,1
1229,creating experiencing mobile,1
1230,experiencing mobile digital,1
1231,mobile digital storytelling,1
1232,digital storytelling cultural,1
1233,storytelling cultural heritage,1
1234,cultural heritage stepping,1
1235,heritage stepping stones,1
1236,stepping stones virtual,1
1237,stones virtual restoration,1
1238,virtual restoration visualisation,1
1239,restoration visualisation tessellated,1
1240,visualisation tessellated century,1
1241,tessellated century byzantine,1
1242,century byzantine synagogue,1
1243,byzantine synagogue floor,1
1244,synagogue floor apamea,1
1245,floor apamea orontes,1
1246,apamea orontes syria,1
1247,orontes syria improving,1
1248,syria improving governance,1
1249,improving governance quality,1
1250,governance quality global,1
1251,quality global standard,1
1252,global standard setting,1
1253,standard setting experiences,1
1254,setting experiences extractive,1
1255,experiences extractive industries,1
1256,extractive industries transparency,1
1257,industries transparency initiative,1
1258,transparency initiative indonesia,1
1259,initiative indonesia social,1
1260,indonesia social factors,1
1261,social factors mine,1
1262,factors mine site,1
1263,mine site selection,1
1264,site selection niobium,1
1265,selection niobium critical,1
1266,niobium critical canada,1
1267,critical canada factors,1
1268,canada factors eroding,1
1269,factors eroding enterprise,1
1270,eroding enterprise development,1
1271,enterprise development ghana,1
1272,development ghana oil,1
1273,ghana oil gas,1
1274,oil gas sector,1
1275,gas sector critical,1
1276,sector critical reflection,1
1277,critical reflection enterprise,1
1278,reflection enterprise development,1
1279,enterprise development centre,1
1280,development centre failed,1
1281,centre failed exploring,1
1282,failed exploring social,1
1283,exploring social geology,1
1284,social geology approach,1
1285,geology approach eastern,1
1286,approach eastern indonesia,1
1287,eastern indonesia mining,1
1288,indonesia mining territories,1
1289,mining territories genealogy,1
1290,territories genealogy mining,1
1291,genealogy mining territories,1
1292,mining territories atacama,1
1293,territories atacama desert,1
1294,atacama desert production,1
1295,desert production modern,1
1296,production modern waterscapes,1
1297,modern waterscapes tarapacá,1
1298,waterscapes tarapacá region,1
1299,tarapacá region northern,1
1300,region northern chile,1
1301,northern chile guiding,1
1302,chile guiding principles,1
1303,guiding principles transformation,1
1304,principles transformation processes,1
1305,transformation processes coal,1
1306,processes coal german,1
1307,coal german case,1
1308,german case lusatia,1
1309,case lusatia mining,1
1310,lusatia mining region,1
1311,mining region value,1
1312,region value vulnerabilities,1
1313,value vulnerabilities evolutions,1
1314,vulnerabilities evolutions mine,1
1315,evolutions mine life,1
1316,mine life cycle,1
1317,life cycle mine,1
1318,cycle mine decline,1
1319,mine decline women,1
1320,decline women reflections,1
1321,women reflections free,1
1322,reflections free state,1
1323,free state goldfields,1
1324,state goldfields estimating,1
1325,goldfields estimating environmental,1
1326,estimating environmental cost,1
1327,environmental cost mixed,1
1328,cost mixed rare,1
1329,mixed rare earth,1
1330,rare earth production,1
1331,earth production willingness,1
1332,production willingness pay,1
1333,willingness pay case,1
1334,pay case study,1
1335,case study baotou,1
1336,study baotou china,1
1337,baotou china territorial,1
1338,china territorial experience,1
1339,territorial experience making,1
1340,experience making global,1
1341,making global norms,1
1342,global norms quellaveco,1
1343,norms quellaveco dialogue,1
1344,quellaveco dialogue roundtable,1
1345,dialogue roundtable changed,1
1346,roundtable changed game,1
1347,changed game mining,1
1348,game mining regulation,1
1349,mining regulation peru,1
1350,regulation peru landscapes,1
1351,peru landscapes endogenous,1
1352,landscapes endogenous development,1
1353,endogenous development potential,1
1354,development potential towns,1
1355,potential towns examples,1
1356,towns examples central,1
1357,examples central europe,1
1358,central europe former,1
1359,europe former mining,1
1360,former mining area,1
1361,mining area santa,1
1362,area santa barbara,1
1363,santa barbara tuscany,1
1364,barbara tuscany spatial,1
1365,tuscany spatial strategy,1
1366,spatial strategy regeneration,1
1367,strategy regeneration reconciling,1
1368,regeneration reconciling standards,1
1369,reconciling standards operational,1
1370,standards operational needs,1
1371,operational needs mining,1
1372,needs mining projects,1
1373,mining projects africa,1
1374,projects africa examples,1
1375,africa examples guinea,1
1376,examples guinea conditions,1
1377,guinea conditions territorial,1
1378,conditions territorial anchorage,1
1379,territorial anchorage natural,1
1380,anchorage natural gas,1
1381,natural gas exploitation,1
1382,gas exploitation project,1
1383,exploitation project gold,1
1384,project gold mining,1
1385,gold mining french,1
1386,mining french guiana,1
1387,french guiana classification,1
1388,guiana classification mining,1
1389,classification mining projects,1
1390,mining projects risk,1
1391,projects risk assessment,1
1392,risk assessment territorial,1
1393,assessment territorial scale,1
1394,territorial scale mining,1
1395,scale mining value,1
1396,mining value place,1
1397,value place new,1
1398,place new caledonia,1
1399,new caledonia negotiation,1
1400,caledonia negotiation evaluation,1
1401,negotiation evaluation recognition,1
1402,evaluation recognition trace,1
1403,recognition trace metals,1
1404,trace metals dispersion,1
1405,metals dispersion years,1
